Сезон;Тур;Хоязяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2016-2017;29-й тур;Эспаньол;Бетис;2;1;Матч завершен 31 марта 2017;Неизвестно;2,32;3,24;3,67;1,66;2,56;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;30.10.16;Бетис;Эспаньол;0;1;Ла Лига 2015-2016;03.03.16;Эспаньол;Бетис;0;3;Ла Лига 2015-2016;17.10.15;Бетис;Эспаньол;1;3;Ла Лига 2013-2014;02.02.14;Бетис;Эспаньол;2;0;Ла Лига 2013-2014;01.09.13;Эспаньол;Бетис;0;0;18.03.17;Эйбар;Эспаньол;1;1;10.03.17;Эспаньол;Лас-Пальмас;4;3;04.03.17;Вильярреал;Эспаньол;2;0;01.03.17;Сельта;Эспаньол;2;2;26.02.17;Эспаньол;Осасуна;3;0;18.02.17;РеалМадрид;Эспаньол;2;0;10.02.17;Эспаньол;Реал Сосьедад;1;2;18.03.17;Бетис;Осасуна;2;0;12.03.17;РеалМадрид;Бетис;2;1;08.03.17;Депортиво;Бетис;1;1;03.03.17;Бетис;Реал Сосьедад;2;3;28.02.17;Малага;Бетис;1;2;25.02.17;Бетис;Севилья;1;2;17.02.17;Гранада;Бетис;4;1;Эспаньол;9;;28;10;10;8;40;39;48;44;41;40;40;38;35;Бетис;13;;28;8;7;13;31;44;40;38;35;31;30;27;27
2016-2017;28-й тур;Барселона;Валенсия;4;2;Матч завершен 19 марта 2017;Неизвестно;1,14;11,50;22,78;5,50;1,21;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;22.10.16;Валенсия;Барселона;2;3;Ла Лига 2015-2016;17.04.16;Барселона;Валенсия;1;2;Ла Лига 2015-2016;05.12.15;Валенсия;Барселона;1;1;Ла Лига 2014-2015;18.04.15;Барселона;Валенсия;2;0;Ла Лига 2014-2015;30.11.14;Валенсия;Барселона;0;1;12.03.17;Депортиво;Барселона;2;1;04.03.17;Барселона;Сельта;5;0;01.03.17;Барселона;Спортинг Хихон;6;1;26.02.17;АтлетикоМадрид;Барселона;1;2;19.02.17;Барселона;Леганес;2;1;11.02.17;Алавес;Барселона;0;6;04.02.17;Барселона;Атлетик Бильбао;3;0;11.03.17;Валенсия;Спортинг Хихон;1;1;05.03.17;АтлетикоМадрид;Валенсия;3;0;28.02.17;Валенсия;Леганес;1;0;25.02.17;Алавес;Валенсия;2;1;22.02.17;Валенсия;Реал Мадрид;2;1;19.02.17;Валенсия;Атлетик Бильбао;2;0;11.02.17;Бетис;Валенсия;0;0;Барселона;2;;27;18;6;3;77;23;0;0;65;60;57;55;48;Валенсия;14;;27;8;6;13;36;47;38;35;31;30;27;27;26
2016-2017;28-й тур;Депортиво;Сельта;0;1;Матч завершен 19 марта 2017;Неизвестно;2,57;3,28;3,13;1,78;2,28;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;23.10.16;Сельта;Депортиво;4;1;Ла Лига 2015-2016;02.04.16;Сельта;Депортиво;1;1;Ла Лига 2015-2016;22.11.15;Депортиво;Сельта;2;0;Ла Лига 2014-2015;21.02.15;Депортиво;Сельта;0;2;Ла Лига 2014-2015;24.09.14;Сельта;Депортиво;2;1;12.03.17;Депортиво;Барселона;2;1;08.03.17;Депортиво;Бетис;1;1;05.03.17;СпортингХихон;Депортиво;0;1;02.03.17;Депортиво;Атлетико Мадрид;1;1;25.02.17;Леганес;Депортиво;4;0;18.02.17;Депортиво;Алавес;0;1;11.02.17;АтлетикБильбао;Депортиво;2;1;12.03.17;Сельта;Вильярреал;0;1;04.03.17;Барселона;Сельта;5;0;01.03.17;Сельта;Эспаньол;2;2;26.02.17;СпортингХихон;Сельта;1;1;19.02.17;Сельта;Осасуна;3;0;12.02.17;АтлетикоМадрид;Сельта;3;2;28.01.17;Леганес;Сельта;0;2;Депортиво;16;;27;6;9;12;31;42;31;30;27;27;26;19;18;Сельта;12;;26;10;5;11;39;45;40;40;0;35;31;30;27
2016-2017;28-й тур;Спортинг Хихон;Гранада;3;1;Матч завершен 19 марта 2017;Неизвестно;1,93;3,77;4,40;2,09;1,90;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;22.10.16;Гранада;Спортинг Хихон;0;0;Ла Лига 2015-2016;03.03.16;Гранада;Спортинг Хихон;2;0;Ла Лига 2015-2016;19.10.15;Спортинг Хихон;Гранада;3;3;Ла Лига 2011-2012;17.03.12;Гранада;Спортинг Хихон;2;1;Ла Лига 2011-2012;22.10.11;Спортинг Хихон;Гранада;2;0;11.03.17;Валенсия;Спортинг Хихон;1;1;05.03.17;СпортингХихон;Депортиво;0;1;01.03.17;Барселона;Спортинг Хихон;6;1;26.02.17;СпортингХихон;Сельта;1;1;18.02.17;СпортингХихон;Атлетико Мадрид;1;4;12.02.17;Леганес;Спортинг Хихон;0;2;05.02.17;СпортингХихон;Алавес;2;4;11.03.17;Гранада;Атлетико Мадрид;0;1;04.03.17;Леганес;Гранада;1;0;01.03.17;Гранада;Алавес;2;1;26.02.17;АтлетикБильбао;Гранада;3;1;17.02.17;Гранада;Бетис;4;1;13.02.17;Эйбар;Гранада;4;0;06.02.17;Гранада;Лас-Пальмас;1;0;Спортинг Хихон;19;;27;4;6;17;28;56;27;26;19;18;11;0;0;Гранада;18;;27;4;7;16;24;55;27;27;26;19;18;11;0
2016-2017;28-й тур;Атлетико Мадрид;Севилья;3;1;Матч завершен 19 марта 2017;Неизвестно;1,61;4,34;6,20;2,22;1,82;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;23.10.16;Севилья;Атлетико Мадрид;1;0;Ла Лига 2015-2016;24.01.16;Атлетико Мадрид;Севилья;0;0;Ла Лига 2015-2016;30.08.15;Севилья;Атлетико Мадрид;0;3;Ла Лига 2014-2015;01.03.15;Севилья;Атлетико Мадрид;0;0;Ла Лига 2014-2015;27.09.14;Атлетико Мадрид;Севилья;4;0;11.03.17;Гранада;Атлетико Мадрид;0;1;05.03.17;АтлетикоМадрид;Валенсия;3;0;02.03.17;Депортиво;Атлетико Мадрид;1;1;26.02.17;АтлетикоМадрид;Барселона;1;2;18.02.17;СпортингХихон;Атлетико Мадрид;1;4;12.02.17;АтлетикоМадрид;Сельта;3;2;04.02.17;АтлетикоМадрид;Леганес;2;0;11.03.17;Севилья;Леганес;1;1;06.03.17;Алавес;Севилья;1;1;02.03.17;Севилья;Атлетик Бильбао;1;0;25.02.17;Бетис;Севилья;1;2;18.02.17;Севилья;Эйбар;2;0;12.02.17;Лас-Пальмас;Севилья;0;1;05.02.17;Севилья;Вильярреал;0;0;Атлетико Мадрид;4;;27;15;7;5;49;22;65;60;57;52;48;48;44;Севилья;3;;27;17;6;4;51;31;0;65;60;57;52;48;48
2016-2017;28-й тур;Леганес;Малага;0;0;Матч завершен 19 марта 2017;Неизвестно;2,66;3,07;3,22;1,59;2,78;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;23.10.16;Малага;Леганес;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.03.17;Севилья;Леганес;1;1;04.03.17;Леганес;Гранада;1;0;28.02.17;Валенсия;Леганес;1;0;25.02.17;Леганес;Депортиво;4;0;19.02.17;Барселона;Леганес;2;1;12.02.17;Леганес;Спортинг Хихон;0;2;04.02.17;АтлетикоМадрид;Леганес;2;0;11.03.17;Малага;Алавес;1;2;05.03.17;АтлетикБильбао;Малага;1;0;28.02.17;Малага;Бетис;1;2;25.02.17;Эйбар;Малага;3;0;20.02.17;Малага;Лас-Пальмас;2;1;12.02.17;Вильярреал;Малага;1;1;04.02.17;Малага;Эспаньол;0;1;Леганес;17;;27;6;7;14;22;41;30;27;26;25;19;18;11;Малага;16;;27;6;8;13;33;45;31;30;27;26;25;19;18
2016-2017;28-й тур;Бетис;Осасуна;2;0;Матч завершен 18 марта 2017;Неизвестно;1,47;4,80;8,72;2,22;1,81;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;21.10.16;Осасуна;Бетис;1;2;Ла Лига 2013-2014;18.05.14;Осасуна;Бетис;2;1;Ла Лига 2013-2014;12.01.14;Бетис;Осасуна;1;2;Ла Лига 2012-2013;08.03.13;Бетис;Осасуна;2;1;Ла Лига 2012-2013;21.10.12;Осасуна;Бетис;0;0;12.03.17;РеалМадрид;Бетис;2;1;08.03.17;Депортиво;Бетис;1;1;03.03.17;Бетис;Реал Сосьедад;2;3;28.02.17;Малага;Бетис;1;2;25.02.17;Бетис;Севилья;1;2;17.02.17;Гранада;Бетис;4;1;11.02.17;Бетис;Валенсия;0;0;13.03.17;Осасуна;Эйбар;1;1;05.03.17;Лас-Пальмас;Осасуна;5;2;01.03.17;Осасуна;Вильярреал;1;4;26.02.17;Эспаньол;Осасуна;3;0;19.02.17;Сельта;Осасуна;3;0;11.02.17;Осасуна;Реал Мадрид;1;3;05.02.17;РеалСосьедад;Осасуна;3;2;Бетис;14;;27;7;7;13;29;44;35;35;30;28;27;26;25;Осасуна;20;;27;1;8;18;28;65;25;19;18;11;0;0;0
2016-2017;28-й тур;Алавес;Реал Сосьедад;1;0;Матч завершен 18 марта 2017;Неизвестно;2,72;3,22;3,00;1,74;2,36;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;22.10.16;Реал Сосьедад;Алавес;3;0;Ла Лига 2005-2006;29.01.06;Алавес;Реал Сосьедад;3;1;Ла Лига 2005-2006;11.09.05;Реал Сосьедад;Алавес;2;1;0;0;0;0;0;0;0;0;0;0;0;0;11.03.17;Малага;Алавес;1;2;06.03.17;Алавес;Севилья;1;1;01.03.17;Гранада;Алавес;2;1;25.02.17;Алавес;Валенсия;2;1;18.02.17;Депортиво;Алавес;0;1;11.02.17;Алавес;Барселона;0;6;05.02.17;СпортингХихон;Алавес;2;4;12.03.17;РеалСосьедад;Атлетик Бильбао;0;2;03.03.17;Бетис;Реал Сосьедад;2;3;28.02.17;РеалСосьедад;Эйбар;2;2;24.02.17;Лас-Пальмас;Реал Сосьедад;0;1;19.02.17;РеалСосьедад;Вильярреал;0;1;10.02.17;Эспаньол;Реал Сосьедад;1;2;05.02.17;РеалСосьедад;Осасуна;3;2;Алавес;10;;27;9;10;8;28;33;44;41;40;37;35;35;30;Реал Сосьедад;6;;27;15;3;9;42;38;57;52;0;48;44;41;40
2016-2017;28-й тур;Атлетик Бильбао;Реал Мадрид;1;2;Матч завершен 18 марта 2017;Неизвестно;5,65;4,54;1,63;2,64;1,58;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;23.10.16;Реал Мадрид;Атлетик Бильбао;2;1;Ла Лига 2015-2016;13.02.16;Реал Мадрид;Атлетик Бильбао;4;2;Ла Лига 2015-2016;23.09.15;Атлетик Бильбао;Реал Мадрид;1;2;Ла Лига 2014-2015;07.03.15;Атлетик Бильбао;Реал Мадрид;1;0;Ла Лига 2014-2015;05.10.14;Реал Мадрид;Атлетик Бильбао;5;0;12.03.17;РеалСосьедад;Атлетик Бильбао;0;2;05.03.17;АтлетикБильбао;Малага;1;0;02.03.17;Севилья;Атлетик Бильбао;1;0;26.02.17;АтлетикБильбао;Гранада;3;1;19.02.17;Валенсия;Атлетик Бильбао;2;0;11.02.17;АтлетикБильбао;Депортиво;2;1;04.02.17;Барселона;Атлетик Бильбао;3;0;12.03.17;РеалМадрид;Бетис;2;1;04.03.17;Эйбар;Реал Мадрид;1;4;01.03.17;РеалМадрид;Лас-Пальмас;3;3;26.02.17;Вильярреал;Реал Мадрид;2;3;22.02.17;Валенсия;Реал Мадрид;2;1;18.02.17;РеалМадрид;Эспаньол;2;0;11.02.17;Осасуна;Реал Мадрид;1;3;Атлетик Бильбао;7;;27;13;5;9;34;30;52;48;48;44;41;40;37;Реал Мадрид;1;;26;19;5;2;69;27;0;0;0;62;60;57;52
2016-2017;28-й тур;Эйбар;Эспаньол;1;1;Матч завершен 18 марта 2017;Неизвестно;1,95;3,60;4,66;1,84;2,20;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;22.10.16;Эспаньол;Эйбар;3;3;Ла Лига 2015-2016;15.05.16;Эспаньол;Эйбар;4;2;Ла Лига 2015-2016;10.01.16;Эйбар;Эспаньол;2;1;Ла Лига 2014-2015;08.05.15;Эйбар;Эспаньол;0;2;Ла Лига 2014-2015;04.01.15;Эспаньол;Эйбар;1;2;13.03.17;Осасуна;Эйбар;1;1;04.03.17;Эйбар;Реал Мадрид;1;4;28.02.17;РеалСосьедад;Эйбар;2;2;25.02.17;Эйбар;Малага;3;0;18.02.17;Севилья;Эйбар;2;0;13.02.17;Эйбар;Гранада;4;0;04.02.17;Валенсия;Эйбар;0;4;10.03.17;Эспаньол;Лас-Пальмас;4;3;04.03.17;Вильярреал;Эспаньол;2;0;01.03.17;Сельта;Эспаньол;2;2;26.02.17;Эспаньол;Осасуна;3;0;18.02.17;РеалМадрид;Эспаньол;2;0;10.02.17;Эспаньол;Реал Сосьедад;1;2;04.02.17;Малага;Эспаньол;0;1;Эйбар;8;;27;11;7;9;43;38;48;48;44;40;39;37;35;Эспаньол;9;;27;10;9;8;39;38;48;44;40;39;37;35;35
2016-2017;28-й тур;Лас-Пальмас;Вильярреал;1;0;Матч завершен 17 марта 2017;Неизвестно;2,66;3,54;2,84;2,13;1,88;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;23.10.16;Вильярреал;Лас-Пальмас;2;1;Ла Лига 2015-2016;05.03.16;Вильярреал;Лас-Пальмас;0;1;Ла Лига 2015-2016;25.10.15;Лас-Пальмас;Вильярреал;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.03.17;Эспаньол;Лас-Пальмас;4;3;05.03.17;Лас-Пальмас;Осасуна;5;2;01.03.17;РеалМадрид;Лас-Пальмас;3;3;24.02.17;Лас-Пальмас;Реал Сосьедад;0;1;20.02.17;Малага;Лас-Пальмас;2;1;12.02.17;Лас-Пальмас;Севилья;0;1;06.02.17;Гранада;Лас-Пальмас;1;0;12.03.17;Сельта;Вильярреал;0;1;04.03.17;Вильярреал;Эспаньол;2;0;01.03.17;Осасуна;Вильярреал;1;4;26.02.17;Вильярреал;Реал Мадрид;2;3;19.02.17;РеалСосьедад;Вильярреал;0;1;12.02.17;Вильярреал;Малага;1;1;05.02.17;Севилья;Вильярреал;0;0;Лас-Пальмас;12;;27;8;8;11;43;45;39;37;35;32;30;28;27;Вильярреал;5;;27;13;9;5;39;19;60;57;52;48;0;44;40
2016-2017;27-й тур;Осасуна;Эйбар;1;1;Матч завершен 13 марта 2017;Неизвестно;4,06;3,90;1,98;2,39;1,73;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;17.10.16;Эйбар;Осасуна;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.03.17;Лас-Пальмас;Осасуна;5;2;01.03.17;Осасуна;Вильярреал;1;4;26.02.17;Эспаньол;Осасуна;3;0;19.02.17;Сельта;Осасуна;3;0;11.02.17;Осасуна;Реал Мадрид;1;3;05.02.17;РеалСосьедад;Осасуна;3;2;27.01.17;Осасуна;Малага;1;1;04.03.17;Эйбар;Реал Мадрид;1;4;28.02.17;РеалСосьедад;Эйбар;2;2;25.02.17;Эйбар;Малага;3;0;18.02.17;Севилья;Эйбар;2;0;13.02.17;Эйбар;Гранада;4;0;04.02.17;Валенсия;Эйбар;0;4;28.01.17;Эйбар;Депортиво;3;1;Осасуна;20;;26;1;7;18;27;64;25;19;18;10;0;0;0;Эйбар;8;;26;11;6;9;42;37;48;48;44;39;0;37;35
2016-2017;27-й тур;Реал Мадрид;Бетис;2;1;Матч завершен 12 марта 2017;Неизвестно;1,14;11,39;27,00;4,16;1,29;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;15.10.16;Бетис;Реал Мадрид;1;6;Ла Лига 2015-2016;24.01.16;Бетис;Реал Мадрид;1;1;Ла Лига 2015-2016;29.08.15;Реал Мадрид;Бетис;5;0;Ла Лига 2013-2014;18.01.14;Бетис;Реал Мадрид;0;5;Ла Лига 2013-2014;18.08.13;Реал Мадрид;Бетис;2;1;04.03.17;Эйбар;Реал Мадрид;1;4;01.03.17;РеалМадрид;Лас-Пальмас;3;3;26.02.17;Вильярреал;Реал Мадрид;2;3;22.02.17;Валенсия;Реал Мадрид;2;1;18.02.17;РеалМадрид;Эспаньол;2;0;11.02.17;Осасуна;Реал Мадрид;1;3;29.01.17;РеалМадрид;Реал Сосьедад;3;0;08.03.17;Депортиво;Бетис;1;1;03.03.17;Бетис;Реал Сосьедад;2;3;28.02.17;Малага;Бетис;1;2;25.02.17;Бетис;Севилья;1;2;17.02.17;Гранада;Бетис;4;1;11.02.17;Бетис;Валенсия;0;0;29.01.17;Бетис;Барселона;1;1;Реал Мадрид;2;;25;18;5;2;67;26;0;0;60;59;57;52;48;Бетис;14;;26;7;7;12;28;42;35;32;30;28;27;26;25
2016-2017;27-й тур;Сельта;Вильярреал;0;1;Матч завершен 12 марта 2017;Неизвестно;3,30;3,44;2,37;1,89;2,06;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;16.10.16;Вильярреал;Сельта;5;0;Ла Лига 2015-2016;02.03.16;Сельта;Вильярреал;0;0;Ла Лига 2015-2016;18.10.15;Вильярреал;Сельта;1;2;Ла Лига 2014-2015;08.03.15;Вильярреал;Сельта;4;1;Ла Лига 2014-2015;05.10.14;Сельта;Вильярреал;1;3;04.03.17;Барселона;Сельта;5;0;01.03.17;Сельта;Эспаньол;2;2;26.02.17;СпортингХихон;Сельта;1;1;19.02.17;Сельта;Осасуна;3;0;12.02.17;АтлетикоМадрид;Сельта;3;2;28.01.17;Леганес;Сельта;0;2;22.01.17;РеалСосьедад;Сельта;1;0;04.03.17;Вильярреал;Эспаньол;2;0;01.03.17;Осасуна;Вильярреал;1;4;26.02.17;Вильярреал;Реал Мадрид;2;3;19.02.17;РеалСосьедад;Вильярреал;0;1;12.02.17;Вильярреал;Малага;1;1;05.02.17;Севилья;Вильярреал;0;0;28.01.17;Вильярреал;Гранада;2;0;Сельта;11;;25;10;5;10;39;44;39;39;37;35;32;30;28;Вильярреал;6;;26;12;9;5;38;19;57;52;48;45;44;39;39
2016-2017;27-й тур;Депортиво;Барселона;2;1;Матч завершен 12 марта 2017;Неизвестно;12,38;6,54;1,30;2,96;1,49;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;15.10.16;Барселона;Депортиво;4;0;Ла Лига 2015-2016;20.04.16;Депортиво;Барселона;0;8;Ла Лига 2015-2016;12.12.15;Барселона;Депортиво;2;2;Ла Лига 2014-2015;23.05.15;Барселона;Депортиво;2;2;Ла Лига 2014-2015;18.01.15;Депортиво;Барселона;0;4;08.03.17;Депортиво;Бетис;1;1;05.03.17;СпортингХихон;Депортиво;0;1;02.03.17;Депортиво;Атлетико Мадрид;1;1;25.02.17;Леганес;Депортиво;4;0;18.02.17;Депортиво;Алавес;0;1;11.02.17;АтлетикБильбао;Депортиво;2;1;28.01.17;Эйбар;Депортиво;3;1;04.03.17;Барселона;Сельта;5;0;01.03.17;Барселона;Спортинг Хихон;6;1;26.02.17;АтлетикоМадрид;Барселона;1;2;19.02.17;Барселона;Леганес;2;1;11.02.17;Алавес;Барселона;0;6;04.02.17;Барселона;Атлетик Бильбао;3;0;29.01.17;Бетис;Барселона;1;1;Депортиво;17;;26;5;9;12;29;41;28;26;25;24;19;18;10;Барселона;1;;26;18;6;2;76;21;0;0;0;60;59;57;52
2016-2017;27-й тур;Реал Сосьедад;Атлетик Бильбао;0;2;Матч завершен 12 марта 2017;Неизвестно;2,36;3,37;3,52;1,83;2,18;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;16.10.16;Атлетик Бильбао;Реал Сосьедад;3;2;Ла Лига 2015-2016;21.02.16;Атлетик Бильбао;Реал Сосьедад;0;1;Ла Лига 2015-2016;27.09.15;Реал Сосьедад;Атлетик Бильбао;0;0;Ла Лига 2014-2015;28.04.15;Атлетик Бильбао;Реал Сосьедад;1;1;Ла Лига 2014-2015;14.12.14;Реал Сосьедад;Атлетик Бильбао;1;1;03.03.17;Бетис;Реал Сосьедад;2;3;28.02.17;РеалСосьедад;Эйбар;2;2;24.02.17;Лас-Пальмас;Реал Сосьедад;0;1;19.02.17;РеалСосьедад;Вильярреал;0;1;10.02.17;Эспаньол;Реал Сосьедад;1;2;05.02.17;РеалСосьедад;Осасуна;3;2;29.01.17;РеалМадрид;Реал Сосьедад;3;0;05.03.17;АтлетикБильбао;Малага;1;0;02.03.17;Севилья;Атлетик Бильбао;1;0;26.02.17;АтлетикБильбао;Гранада;3;1;19.02.17;Валенсия;Атлетик Бильбао;2;0;11.02.17;АтлетикБильбао;Депортиво;2;1;04.02.17;Барселона;Атлетик Бильбао;3;0;29.01.17;АтлетикБильбао;Спортинг Хихон;2;1;Реал Сосьедад;5;;26;15;3;8;42;36;59;57;52;48;45;41;39;Атлетик Бильбао;7;;26;12;5;9;32;30;52;48;45;41;39;39;37
2016-2017;27-й тур;Гранада;Атлетико Мадрид;0;1;Матч завершен 11 марта 2017;Неизвестно;9,51;4,96;1,43;2,08;1,91;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;15.10.16;Атлетико Мадрид;Гранада;7;1;Ла Лига 2015-2016;17.04.16;Атлетико Мадрид;Гранада;3;0;Ла Лига 2015-2016;05.12.15;Гранада;Атлетико Мадрид;0;2;Ла Лига 2014-2015;23.05.15;Гранада;Атлетико Мадрид;0;0;Ла Лига 2014-2015;18.01.15;Атлетико Мадрид;Гранада;2;0;04.03.17;Леганес;Гранада;1;0;01.03.17;Гранада;Алавес;2;1;26.02.17;АтлетикБильбао;Гранада;3;1;17.02.17;Гранада;Бетис;4;1;13.02.17;Эйбар;Гранада;4;0;06.02.17;Гранада;Лас-Пальмас;1;0;28.01.17;Вильярреал;Гранада;2;0;05.03.17;АтлетикоМадрид;Валенсия;3;0;02.03.17;Депортиво;Атлетико Мадрид;1;1;26.02.17;АтлетикоМадрид;Барселона;1;2;18.02.17;СпортингХихон;Атлетико Мадрид;1;4;12.02.17;АтлетикоМадрид;Сельта;3;2;04.02.17;АтлетикоМадрид;Леганес;2;0;28.01.17;Алавес;Атлетико Мадрид;0;0;Гранада;18;;26;4;7;15;24;54;26;25;24;19;18;10;0;Атлетико Мадрид;4;;26;14;7;5;48;22;60;59;57;49;48;45;41
2016-2017;27-й тур;Малага;Алавес;1;2;Матч завершен 11 марта 2017;Неизвестно;2,01;3,39;4,76;1,68;2,42;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;16.10.16;Алавес;Малага;1;1;Ла Лига 2005-2006;12.02.06;Алавес;Малага;3;2;Ла Лига 2005-2006;21.09.05;Малага;Алавес;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05.03.17;АтлетикБильбао;Малага;1;0;28.02.17;Малага;Бетис;1;2;25.02.17;Эйбар;Малага;3;0;20.02.17;Малага;Лас-Пальмас;2;1;12.02.17;Вильярреал;Малага;1;1;04.02.17;Малага;Эспаньол;0;1;27.01.17;Осасуна;Малага;1;1;06.03.17;Алавес;Севилья;1;1;01.03.17;Гранада;Алавес;2;1;25.02.17;Алавес;Валенсия;2;1;18.02.17;Депортиво;Алавес;0;1;11.02.17;Алавес;Барселона;0;6;05.02.17;СпортингХихон;Алавес;2;4;28.01.17;Алавес;Атлетико Мадрид;0;0;Малага;15;;26;6;8;12;32;43;32;30;28;26;25;24;19;Алавес;11;;26;8;10;8;26;32;39;39;35;34;32;30;28
2016-2017;27-й тур;Севилья;Леганес;1;1;Матч завершен 11 марта 2017;Неизвестно;1,58;4,50;6,95;1,92;2,06;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;15.10.16;Леганес;Севилья;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06.03.17;Алавес;Севилья;1;1;02.03.17;Севилья;Атлетик Бильбао;1;0;25.02.17;Бетис;Севилья;1;2;18.02.17;Севилья;Эйбар;2;0;12.02.17;Лас-Пальмас;Севилья;0;1;05.02.17;Севилья;Вильярреал;0;0;29.01.17;Эспаньол;Севилья;3;1;04.03.17;Леганес;Гранада;1;0;28.02.17;Валенсия;Леганес;1;0;25.02.17;Леганес;Депортиво;4;0;19.02.17;Барселона;Леганес;2;1;12.02.17;Леганес;Спортинг Хихон;0;2;04.02.17;АтлетикоМадрид;Леганес;2;0;28.01.17;Леганес;Сельта;0;2;Севилья;3;;26;17;5;4;50;30;0;60;59;56;49;48;45;Леганес;16;;26;6;6;14;21;40;30;28;26;24;0;19;18
